transaction_amount,num_transactions,account_age_days,transaction_time,label
682.5369675583569,4,3151,1,0
692.032328294528,2,71,7,0
300.80097584486543,2,263,21,0
124.21395294339717,3,712,17,0
128.8702847434932,4,2771,11,0
388.3396289181354,1,2578,21,0
682.2292047321757,2,785,17,0
654.339770818984,1,210,18,0
454.06865757927096,6,2165,4,0
308.19320807031147,2,2664,15,0
26.367517858825217,2,3149,16,0
52.88826440502345,1,315,8,0
686.4691500532517,4,2059,9,0
279.74818408967684,2,1075,18,0
2.771881683298323,3,1031,11,0
32.0990704307848,1,1947,0,0
326.74871618707226,4,955,21,0
1.5223311155391008,4,1573,16,0
133.87184754211992,0,261,3,1
238.7093538416795,8,3646,6,0
353.1945859964438,3,1536,19,0
316.6324446405746,2,200,8,0
76.18496019240735,3,2378,22,0
373.6251866695617,0,90,4,0
81.24712771584177,2,591,8,0
118.09047267542533,2,2103,18,0
411.7072654997372,1,1936,10,0
314.6321442908304,3,1245,13,0
567.5868232390203,2,92,13,0
321.54398645092874,2,2104,7,0
252.01329167617723,2,3251,23,0
29.507118434523147,3,1966,19,0
137.524892162106,3,61,0,0
92.44804435764935,3,1896,3,0
83.91006109872637,1,2165,15,0
1083.6928218488777,2,590,0,0
149.81624911200714,3,236,18,0
667.8165633745568,0,2081,23,0
299.20031572094496,3,3639,2,0
475.14757580651997,1,3315,1,0
209.53059731663112,1,786,16,0
258.0467707924755,0,1098,10,0
203.48803000250803,2,21,2,0
65.16446859757154,3,1889,6,0
384.52854091974115,2,1178,9,0
98.87321050987889,4,1278,2,0
7.384944324206584,1,1231,7,0
803.3245613893664,2,3221,1,1
58.48007106744681,1,2966,4,0
846.324944181991,2,302,9,0
923.2687238364069,4,2345,11,0
739.0529653901524,0,3563,17,0
138.68621894921003,3,773,5,0
4.673194611583315,1,1068,7,0
790.657037199567,2,3216,17,0
167.68148311591838,1,3316,5,0
1020.2526048366168,2,419,22,0
994.1206428390616,3,1541,8,0
575.2161051538257,3,62,15,0
226.38331084495755,1,858,0,1
145.88757962960807,1,538,1,0
571.417995743424,3,1341,16,0
114.34386942921512,5,1459,12,0
55.71558488872643,1,1861,6,0
244.12109761806832,3,696,21,0
825.3880412421125,1,818,9,0
357.24767932738115,1,1405,12,0
253.23370093069667,2,3108,9,0
30.668459204796864,0,920,3,0
286.3592146553153,2,975,10,0
1383.170924353895,2,542,8,0
45.27617599267925,1,3304,15,0
219.1485974944511,4,1712,16,0
629.5825913702383,5,790,22,0
405.010274506101,2,2081,4,0
358.22232759050195,1,581,4,0
363.686266867347,2,2042,5,0
267.42113790576445,3,352,4,1
104.26862528012855,0,2303,13,0
497.2123521779137,1,1074,10,0
498.3984597261086,5,2032,18,0
605.3850142103745,3,3095,10,0
733.384788550991,0,1278,19,0
214.8279710798711,4,3466,5,0
208.85531326535977,2,1700,12,0
480.28497969254624,2,273,18,0
314.91572246634007,1,2741,2,0
363.1651945534551,4,1883,15,0
476.58584248626147,1,250,8,0
662.1970429040301,1,1261,2,0
123.74472214129626,3,2952,18,0
141.2810366182669,2,232,14,0
29.608811756208166,2,2476,21,0
259.0242079828304,1,957,12,0
10.981231263257099,2,634,16,0
187.98208445463288,2,242,20,0
234.68837570613778,1,2182,7,0
101.28919809435675,2,1095,21,0
268.0897590438526,1,3537,13,0
9.292518630442364,3,3493,8,0
11.419049784836815,0,3382,2,0
518.8054108614408,1,1024,8,0
133.97550726232342,2,1303,23,0
40.766712389228395,3,219,11,0
221.59607648370468,3,697,14,0
440.89438213372057,0,307,16,0
72.93540102897101,1,2024,8,0
292.56588559694785,2,314,23,0
26.763308696969187,0,3475,7,0
15.919528773092821,2,2971,5,0
227.3726821876563,3,1753,8,0
233.37313280842267,2,3560,14,0
304.36123446138475,4,1817,23,0
388.4881688750053,2,1429,17,0
1117.0671026099978,2,1403,21,0
217.88733576910687,0,281,10,0
117.00591423179364,0,1661,23,0
475.69619391980586,2,3399,13,0
94.75543963084118,1,35,12,0
173.39502938199038,1,2118,12,0
24.51155057510097,3,360,21,0
20.182473665005304,2,1714,3,1
986.2139769805806,4,1935,15,0
542.3302926345187,3,408,11,0
357.1928198398025,2,1585,20,0
157.75789333954256,1,580,23,0
57.09196084263262,1,2567,17,0
51.03622247185624,2,606,11,0
86.40179673797508,5,1408,4,0
239.03719449399438,4,2129,16,0
376.15478633303275,1,3510,20,0
323.81710490903953,0,2298,22,0
98.52367841669877,0,3110,0,0
929.4310495668919,5,2093,12,0
401.7052214625679,4,3431,9,0
242.4691445793994,2,137,2,0
283.80914161123053,2,2871,5,0
163.2113596596154,4,979,15,0
85.39838768221905,3,820,0,0
132.00423879693372,6,1485,18,0
425.45455432701397,0,2415,7,0
4.349423916241283,3,3377,8,0
37.014117671992814,1,2277,22,0
14.128313085756158,1,2231,19,0
12.474435575187728,1,467,22,0
580.2609100846976,5,838,6,0
364.87218351020647,6,2252,10,0
192.8353783238677,1,975,22,0
30.887075534343975,2,623,7,0
202.95538973916996,0,1923,10,0
192.43509962831135,0,1092,13,0
57.058413840067495,4,2917,13,0
170.66973939069715,2,2598,3,0
152.50098437496206,1,1734,19,0
287.01672987394033,2,3377,8,0
302.4343608122736,0,2652,7,0
13.908697206160419,0,1800,14,0
265.2797361598535,2,2803,1,1
294.93749843481856,2,2676,5,0
209.83183578233692,0,1016,15,0
582.4048359526316,2,2143,15,0
322.4924292164993,1,1749,13,0
53.3558606301922,3,3318,14,0
21.95473087687225,4,685,21,0
308.51824413266735,4,2845,20,0
8.060721800218328,2,3151,11,0
264.4042133421872,4,1457,22,0
845.1766366161455,4,3352,17,0
257.03473367326336,2,369,23,0
147.39020766717218,2,2327,10,0
309.2481473534946,0,351,6,0
183.88679221532738,4,1250,5,0
236.64430817289605,3,1952,2,0
2323.5447719372437,2,2454,1,1
310.9977667253522,3,2494,23,1
974.7275584520262,3,2371,1,0
707.2728551309757,2,2678,3,0
65.368878282135,6,2121,1,0
21.565246590947105,1,518,5,0
31.867600644489062,2,1345,11,0
5.516966354170111,2,22,6,0
29.76150349672624,2,179,8,0
344.66246177315014,3,2756,5,0
22.154888083928107,2,1133,21,0
115.24715648846055,3,3444,4,0
559.0578120291831,1,1480,3,0
7.064100954213453,1,1591,9,0
505.35915185578756,0,1253,19,0
99.32504005188883,6,938,3,0
37.72503594873229,2,3067,4,0
357.946622531974,6,2996,16,0
297.4197529299661,2,531,17,0
629.824744226084,1,2412,2,0
398.4880736293201,1,1921,22,0
488.0987417981935,0,2473,12,0
99.40015869202156,2,959,0,0
58.59998881213409,2,3288,18,0
416.6269188016274,5,1072,22,0
493.2627549730259,1,1489,21,0
1397.101467042069,1,672,1,0
159.6238062457815,2,1934,3,0
139.5731735885198,2,1297,15,0
449.38635100307613,2,1632,15,0
125.02010127922594,0,2017,16,0
801.0413773197979,3,1054,20,0
586.4517471498748,3,1657,11,0
168.1066828326479,3,3061,1,0
636.8963551522934,1,879,4,1
421.38989605650517,3,2995,9,0
32.65125564201541,1,3036,5,0
698.5337042602896,2,3262,11,0
211.1122469270263,2,2200,11,0
525.399767256999,1,1400,16,0
115.72062784935248,5,2303,17,0
677.6371543637779,1,2751,3,0
147.89653621805138,2,2702,2,0
3.2690419845526435,1,758,16,0
707.3721890887361,4,3106,22,0
28.717683164542578,2,187,8,0
115.39609001551166,1,879,21,0
899.0917149564857,1,1473,11,0
902.3848620311968,1,3158,6,0
255.59918731657913,3,673,15,0
705.6283235105753,1,876,0,1
178.5043990868573,1,118,2,0
104.1068336238591,3,1082,20,0
214.18162252222376,3,3090,1,1
334.8970739785519,2,871,19,0
418.75136209892315,0,3212,8,0
470.4586248663446,1,2506,8,0
467.6493095546225,2,706,3,0
28.69108396209583,1,2690,13,0
204.61487897200678,0,3014,17,0
17.78451193462134,0,2260,0,0
239.23839470861788,0,486,18,0
174.76658249618507,2,3192,1,0
655.9855992662403,0,2939,4,0
129.65748584036552,0,1578,21,0
37.35179326573526,5,1027,13,0
46.29229636263581,3,1968,8,0
430.02916412372815,1,1253,19,0
635.4737934022774,0,1253,2,1
31.98261367361563,2,3050,14,0
26.356656500581526,0,985,19,0
362.16254149592993,1,343,0,0
22.663826857739142,1,3213,18,0
517.5557561425744,2,3129,3,0
367.4999259390015,2,1240,13,0
25.454625174093618,3,1667,0,0
26.596160333342006,2,1138,4,0
1294.6375686174276,2,1727,9,0
140.65127476568688,2,1779,8,0
376.8116637024941,0,294,3,1
502.67262098480313,2,28,13,0
882.6493613889731,0,3610,6,0
1280.6321818805952,0,1620,17,0
419.9697690349025,4,2907,9,0
141.60629988573768,2,1345,3,0
26.15819810938718,3,573,13,0
450.3727621363877,4,3585,2,0
245.20812226844788,4,928,22,0
165.60993759149213,1,1779,21,0
710.4713026434272,3,3104,10,0
35.364062391564076,1,1771,9,0
203.5515328118863,3,1435,7,0
3.425576829762501,1,2445,8,0
189.70631087487786,2,3089,22,0
17.385129319777732,3,2649,5,0
37.947298779351364,1,1076,13,0
37.50786960223688,4,370,23,0
314.2705159220915,2,164,8,0
411.17931527894183,0,1327,13,0
262.66613316086057,1,2498,7,0
982.4160627307131,0,2592,5,0
140.93897337608016,1,2758,23,0
100.94074722616762,4,3574,5,0
608.8507614510689,2,351,21,0
75.92462031955601,2,2427,1,0
990.8610318755732,1,1463,23,0
3.668683307690792,1,201,4,0
1050.7580768638445,4,3179,2,0
23.625982857685116,4,2553,0,1
665.3163687480027,1,3060,6,0
225.0429751048171,4,3456,8,0
1487.04858237781,0,3368,12,0
22.99841278633648,2,1052,15,0
242.13289912000465,0,337,22,0
1045.0725663768017,2,287,11,0
222.1331799543132,1,2679,7,0
297.7884871143562,3,3415,13,0
356.97037143503223,3,1055,13,0
181.83832670308527,0,2714,4,0
296.3022519024066,2,1796,9,0
263.3477585417267,0,3559,21,0
694.2698308447942,2,1643,23,0
25.285992027910574,1,3323,3,1
98.95281776962754,3,1387,22,0
901.1988017582794,2,107,16,0
1465.52483206246,1,2554,3,1
182.452578587886,2,3514,23,0
290.3799086216932,3,117,14,0
97.46202596853904,3,1269,10,0
62.52124843081935,0,2127,8,0
186.91757964122962,1,741,14,0
130.78606038502002,4,3558,21,0
262.87311180199293,3,23,19,0
24.276685329955438,1,3269,1,0
1099.4880367567703,0,361,0,0
1285.1596726657615,4,700,20,0
359.35916457383684,1,1451,23,0
230.42353032362698,3,217,19,0
111.113790466308,1,3038,16,0
504.272150246399,2,1690,3,0
346.2988750946447,4,2755,4,0
53.242096230146515,1,628,4,0
725.4903275997383,4,3268,13,0
518.6983534101814,2,567,0,0
897.5215575100308,3,2491,1,0
388.0812012588403,4,2021,21,0
285.12120587741185,5,3531,9,0
162.510751977934,1,2507,4,0
809.7055084641354,2,3556,8,0
603.117714014076,3,2192,12,0
13.881881595936836,0,314,22,0
8.016245059953409,1,2923,20,0
141.70432847497887,2,729,12,0
499.09431689882587,0,3329,8,0
1309.2826404660502,2,2687,13,0
48.90285298034391,4,474,16,0
270.51723906472074,3,685,2,0
143.84210992742882,2,606,17,0
1051.1125663127887,4,3571,11,0
553.7739622300904,3,2950,22,0
546.6570139409572,0,1243,8,0
189.72467134193207,2,1588,15,0
160.7504808982047,5,3603,12,0
95.81666764501837,1,1382,17,0
17.408089153450863,2,3309,11,0
1329.1341595395656,2,275,4,1
502.8352317749769,2,1900,1,0
2451.7336793454247,1,752,18,0
1708.4620202233,2,3649,0,0
243.1954777924182,0,2265,5,0
439.58492706187826,0,1583,17,0
868.8515048623308,0,3469,2,0
568.4316044127737,2,3146,21,0
85.24573337434396,5,2002,5,0
179.64804821995935,3,676,3,0
41.4889032939266,4,710,16,0
924.0671359325127,1,923,22,0
279.55431077658545,2,3400,17,0
77.88111762554512,3,408,21,0
334.14886175197506,2,148,6,0
288.8011304229215,3,1110,1,0
133.0261386891318,5,3593,14,0
36.16173641954078,3,503,21,0
334.03238505573063,1,1789,16,0
220.38312725581133,2,2280,5,0
443.9421242881545,1,2546,7,0
220.29295812705453,2,2471,7,0
573.5310333925452,1,1491,6,0
240.82623570644625,2,2295,3,0
246.93437429404415,1,1394,19,0
627.8275929689314,3,3585,4,0
154.9941941964351,3,105,7,0
43.166386617089685,3,2282,13,0
8.761506429628405,0,1482,19,0
422.1172357987757,0,1281,2,0
290.51969011820387,1,2523,17,0
365.29960433936293,1,1617,21,0
71.84444804803304,4,3052,14,0
43.983765368483596,1,1196,20,0
4.395442879700635,2,1297,4,0
129.50617845452078,1,759,14,0
267.41921269948335,2,875,5,0
325.7555695382876,0,3266,2,1
172.59586884852936,4,112,22,0
703.5184568944325,2,2071,19,0
128.4307843275335,0,2985,14,0
216.45750842169633,2,2363,19,0
459.2615213159105,3,202,8,0
151.5240393897539,2,3573,3,0
291.9271426059256,2,618,7,0
594.942193105292,2,2654,12,0
895.8571246124003,0,995,16,0
47.724563794450795,0,25,3,0
783.4988289126236,1,657,1,0
203.25083429865919,3,1532,4,0
89.62063630541873,4,1390,1,0
184.37609021120926,2,531,15,0
1174.0959292741775,2,1618,22,0
203.54738780020793,2,46,22,0
119.58480963014993,0,1059,14,0
301.0458821872979,0,2250,3,0
82.38854031468088,0,1559,14,0
23.66859149287051,0,365,4,0
41.39256591372476,1,2518,2,0
41.10552722010214,2,3372,13,0
49.42797046700189,3,2825,6,0
44.838019820254964,6,2464,14,0
307.2252153227419,3,1370,4,0
60.223907110344484,2,1373,8,0
127.24179473844157,2,2747,12,0
681.2922375385073,0,2858,6,0
192.7143424939781,1,2238,3,0
330.38672509571416,2,3475,6,0
56.738555133964944,1,349,0,0
64.06529429852851,1,373,14,0
31.817911019699217,0,1663,2,1
55.514203219674265,0,3577,17,0
97.96443558934365,3,3363,14,0
58.44354524493238,1,985,2,0
27.86577235811027,1,987,4,0
38.56686404800576,4,2159,4,0
185.28880300961373,3,1579,15,0
69.32766190352898,2,1527,22,0
135.89433465327556,5,3373,9,0
210.0015554142991,2,2694,21,0
351.73723020376264,1,1037,22,0
12.031719030004627,4,523,12,0
481.9482731478359,4,3174,14,0
296.5781071101889,4,1990,7,0
25.58862911290028,3,2245,19,0
620.4404095464272,1,1415,6,0
761.0080639136784,3,2103,13,0
18.90684826804902,0,2231,5,0
97.25305293859525,0,1043,7,0
492.28055496799277,4,363,14,0
413.8071720642925,5,2521,16,0
61.19388961854014,2,9,4,0
70.46970935445997,1,2708,11,0
138.83553300731091,1,2073,12,0
198.79876940058432,1,1330,2,0
288.9005502175656,3,1458,18,0
138.09376890010535,0,2021,14,0
186.26733276627527,2,1446,17,0
412.86868211695275,0,1081,20,0
11.211885696443538,2,3606,19,0
166.15218076752504,0,824,4,1
374.8475624868077,5,3620,13,0
676.730026299184,2,3251,23,0
215.03373366252026,2,2116,19,0
227.85885070592067,7,3568,18,0
34.00840156219901,1,1025,23,0
177.94297382506525,3,48,10,0
228.18203971658698,0,1441,6,0
83.307840978196,1,945,10,0
94.10238356356315,2,3269,7,0
142.0994954407416,1,3642,23,0
6.082608225094354,2,3120,9,0
220.49926590724715,0,1977,3,1
71.26708068708896,1,1984,10,0
119.0247690695948,0,355,0,0
38.26893098543438,4,3306,19,0
663.6239699829074,2,3058,9,0
414.2397219048567,1,437,2,1
340.9898873679095,0,700,21,0
967.9314886864256,8,1918,3,1
207.01092655466553,1,2674,18,0
27.279628355236753,3,90,3,0
231.07750898844677,2,369,5,0
265.17691736141205,1,2987,0,0
410.4649946425228,1,1193,3,0
169.51039481489462,4,1387,6,0
40.94540001879367,1,3003,10,0
100.12865407851118,1,1897,5,0
135.33444764238703,2,3249,4,0
311.4673834865585,2,2548,11,0
253.73451636042589,0,704,1,0
132.06202789554186,2,2181,17,0
1291.8587316509436,1,2220,21,0
279.2499025401628,3,1554,8,0
81.23835862703999,1,2811,13,0
32.202901387466056,2,2489,11,0
49.76648777694776,6,3033,8,0
84.69205481854229,3,112,0,0
52.549462486288206,0,1064,6,0
61.94752363637412,2,102,6,0
100.68175446463395,4,1393,9,0
57.120730098866105,0,1198,1,0
681.2254348067746,3,341,3,0
25.090713777600048,2,920,7,0
223.0237050338108,3,1948,21,0
158.4916669467907,2,2862,13,0
1211.592649804776,3,196,12,0
35.64820370922147,1,1608,15,0
152.17739812272913,3,1206,6,0
1046.7178992380145,1,1825,9,0
601.8732185904464,5,3395,10,0
509.59891021085383,0,1137,10,0
89.48252506005139,6,1699,5,0
56.21985983594627,3,1575,11,0
331.36787960453506,2,3307,9,0
795.1155284879866,3,505,8,0
244.09512657142267,1,1967,21,0
254.31826843757597,3,3143,5,0
98.54250924319524,1,2267,8,0
440.24212752362655,2,1541,2,0
111.4282363552172,2,1777,0,1
117.32634393576978,1,2213,2,0
166.24336502094917,2,3585,19,0
212.54548879340956,2,2429,7,0
83.28377507088175,2,1208,21,0
36.59498164324064,5,1927,21,0
282.95989722880694,1,2417,7,0
243.91803767109707,0,3520,4,1
261.1359204877331,4,2056,1,0
50.29942583120394,4,1406,13,0
348.7461032862277,3,3454,4,1
228.16417443872334,4,2014,12,0
15.964395437136398,2,448,22,0
123.11508041412696,0,1721,12,0
43.30479804957948,0,1178,18,0
19.641677631757464,3,34,23,0
1380.3603934185974,4,497,2,0
116.73900675582607,2,2912,13,0
498.0211841309696,0,2070,3,0
88.16665028802042,0,1404,9,0
343.24240530610547,1,3220,5,0
428.41986684846256,1,2711,5,0
271.6339782507419,2,1603,1,0
191.35699321358152,0,1939,1,0
159.22734405161333,0,590,18,0
128.71299051119243,1,1575,2,0
795.7668144662342,2,677,19,0
532.6821213425394,1,1123,3,0
1005.9529168247075,4,2043,3,0
39.818562550831665,2,3603,10,0
393.76540903815226,3,2319,2,0
835.8381795783722,2,2009,16,0
59.98674291023931,3,1,8,0
20.643095241749062,0,2335,13,0
405.4179459565866,4,2021,1,0
256.3281432596009,2,3252,13,0
553.2231423964433,2,939,2,0
45.167473924257784,1,1280,1,0
475.8150333095604,2,3246,21,0
67.55393192010688,1,854,21,0
53.614559689655394,1,50,0,0
53.83339696798521,0,1556,3,0
505.5309847692026,3,2665,9,0
328.26409170479064,5,2238,14,0
222.11278690381332,2,1775,20,0
133.33842050342045,1,3115,11,0
629.1608001882997,0,3589,5,0
149.49382490923347,1,2808,20,0
508.82479885442086,2,66,2,0
173.48246433416412,0,2444,2,0
141.93586974532113,2,1275,18,0
186.34831796988078,1,128,21,0
107.59358262919262,1,2745,19,0
413.03319388108184,5,188,3,0
209.5808447086788,0,1207,18,0
79.27275929911957,2,1607,13,0
689.5019548651751,0,578,3,0
145.2995227076134,0,2889,7,0
235.28471465332905,0,762,18,0
710.848682612888,3,667,18,0
293.6397911571992,4,3484,21,0
37.29438475733392,4,933,0,0
843.1850051796628,1,2127,21,0
296.4230786804479,2,1043,14,0
122.34789466539281,2,3550,10,0
44.99304618492774,1,1971,8,0
474.0004187040801,3,45,2,0
290.3326522688557,3,1246,17,0
228.72415741470846,2,2177,18,0
672.9909991609336,1,618,15,0
466.1970041088216,3,763,15,0
49.347396037902264,0,1657,2,0
112.06876541874014,3,3302,17,0
85.70088556465139,2,793,12,0
408.71041856052346,1,1251,19,0
10.23226195735138,3,2445,7,0
253.1140669158429,3,2323,6,0
431.22411475793365,2,138,23,0
628.1002033157814,3,3245,22,0
125.60237806352782,2,1351,21,0
516.5423890623009,1,2831,18,0
35.1731655296332,3,2263,19,0
562.1231871635063,1,2276,23,0
40.91388915842125,2,2155,11,0
151.8943893629593,2,2207,17,0
1360.6567740401824,4,1918,2,1
48.72653697612485,1,1160,11,0
78.11790673342529,1,2078,5,0
384.31292929347165,2,1122,16,0
381.9288515975084,3,609,22,0
307.4532626212172,1,769,3,0
355.20051272628507,1,784,11,0
234.74073035869145,2,2930,16,0
87.02510977782298,1,3595,20,0
127.25495813797903,2,2971,4,0
60.12038235495955,2,2390,5,0
717.2628417970955,1,168,14,0
262.6827163909796,1,3283,7,0
153.6736978437067,2,684,19,0
185.972251896349,1,2680,15,0
882.8471210991632,2,3257,12,0
49.9408650385502,2,2480,22,0
264.7333827325662,3,3496,14,0
211.49833223795318,3,39,19,0
283.6032954009218,2,980,12,0
5.48285412194917,4,2435,14,0
617.008056762209,4,2817,1,0
806.9965610073756,1,791,23,0
249.8146391830193,3,742,20,0
357.86122215778744,1,1475,19,0
767.2408073536878,0,3187,17,0
368.5192360177555,3,2449,6,0
49.65315273723651,3,3376,20,0
257.61064495576807,0,3381,8,0
279.9662571102045,0,3645,6,0
165.56235117684633,4,1127,8,0
400.0470911650176,1,1751,11,0
817.1030657287424,4,102,9,0
779.3628639162351,2,1931,9,0
179.8092888910853,2,655,12,0
36.053611365535254,3,3162,4,0
1256.752196736212,2,3190,21,0
547.7154332455328,2,3211,7,0
39.94378791511902,0,2951,9,0
760.8923822889828,3,1327,5,0
611.827179368059,2,752,10,0
219.46541579059476,2,1541,3,0
268.41413604872247,1,1233,1,0
152.74945302270407,1,2135,5,0
16.895444772988135,1,1986,12,0
122.47946589022234,3,859,11,0
487.1423733198536,1,319,13,0
1.3928352199028655,4,967,7,0
121.71416897705062,2,2935,2,0
152.33342845640345,1,633,4,0
231.26490723716452,1,3317,21,0
757.1776428459125,3,1114,6,0
127.55313326723703,2,3550,17,0
127.83194578754858,0,2700,5,0
401.25268549966967,3,3184,17,0
180.5633320477018,1,950,7,0
76.31474211081762,0,2001,6,0
180.68470517284652,6,1418,1,0
126.322744533626,1,1911,23,1
